	Assay	Cell Type	Molecule
5812	CHIP	MCF-7	BMI1
5813	CHIP	H9 genetically modified using stable transfection	H3K4me1
5814	CHIP	right atrium auricular region female adult (53 years)	H3K36me3
5815	CHIP	K562	RFX1
5816	CHIP	HepG2	SMARCE1
5817	CHIP	peripheral blood mononuclear cell male adult (27 years)	H3K9ac
5818	CHIP	keratinocyte female	H3K4me3
5819	CHIP	K562	NR2F1
5820	CHIP	upper lobe of left lung female adult (53 years)	CTCF
5821	CHIP	stomach smooth muscle female adult (84 years)	H3K27ac
5822	CHIP	CD4-positive, alpha-beta T cell treated with phorbol 13-acetate 12-myristate , ionomycin	H3K4me1
5823	CHIP	gastrocnemius medialis male adult (54 years)	H3K4me3
5824	CHIP	upper lobe of left lung female adult (51 year)	CTCF
5825	CHIP	foreskin melanocyte male newborn	H3K4me1
5826	CHIP	right cardiac atrium male adult (34 years)	H3K27me3
5827	CHIP	H9	H3K9me3
5828	CHIP	K562	ATF7
5829	CHIP	T-cell	H3K9me3
5830	CHIP	transverse colon female adult (51 year)	POLR2A
5831	CHIP	GM12878	KLF5
5832	CHIP	thoracic aorta male adult (37 years)	H3K9me3
5833	CHIP	SK-N-SH	H3K4me3
5834	CHIP	thyroid gland male adult (54 years)	H3K4me3
5835	CHIP	vagina female adult (51 year)	EP300
5836	CHIP	substantia nigra female adult (75 years)	H3K9me3
5837	CHIP	K562 eGFP- genetically modified using stable transfection	ELF1
5838	CHIP	KMS-11	H3K4me1
5839	CHIP	GM12878	IRF5
5840	CHIP	body of pancreas male adult (37 years)	H3K27me3
5841	CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF18
5842	CHIP	placenta female embryo (113 days)	H3K4me1
5843	CHIP	Karpas-422	H3K9me3
5844	CHIP	SK-N-SH	H3K36me3
5845	CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	GLI2
5846	CHIP	sigmoid colon male adult (54 years)	POLR2AphosphoS5
5847	CHIP	body of pancreas female adult (53 years)	POLR2A
5848	CHIP	MCF-7	GATAD2B
5849	CHIP	K562	MNT
5850	CHIP	common myeloid progenitor, CD34-positive	H3K9me3
5851	CHIP	iPS-18a female adult (48 years)	H3K9me3
5852	CHIP	subcutaneous adipose tissue male adult (54 years)	EP300
5853	CHIP	peripheral blood mononuclear cell male adult (32 years)	H3K9me3
5854	CHIP	testis male adult (54 years)	CTCF
5855	CHIP	right lobe of liver female adult (53 years)	H3K27ac
5856	CHIP	Peyer's patch female adult (53 years)	H3K27me3
5857	CHIP	ascending aorta female adult (51 year)	H3K27ac
5858	CHIP	bipolar neuron originated from GM23338 treated with 0.5 ug/mL doxycycline hyclate for 4 days	H2AFZ
5859	CHIP	subcutaneous adipose tissue female adult (51 year)	EP300
5860	CHIP	thoracic aorta male adult (37 years)	H3K4me3
5861	CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF24
5862	CHIP	pancreas female adult (30 years)	H3K4me1
5863	CHIP	MCF-7	H3K4me3
5864	CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF114
5865	CHIP	K562	NEUROD1
5866	CHIP	upper lobe of left lung female adult (53 years)	POLR2AphosphoS5
5867	CHIP	MCF-7	PKNOX1
5868	CHIP	GM23338 male adult (53 years) originated from GM23248	CTCF
5869	CHIP	GM12878	BHLHE40
5870	CHIP	K562	DNMT1
5871	CHIP	RWPE2	H3K27ac
5872	CHIP	thoracic aorta male adult (54 years)	H3K36me3
5873	CHIP	A673	H3K9me3
5874	CHIP	heart left ventricle female adult (53 years)	H3K27me3
5875	CHIP	HepG2 3xFLAG using CRISPR	ARID4B
5876	CHIP	HepG2 3xFLAG using CRISPR	RERE
5877	CHIP	aorta female adult (30 years)	H3K36me3
5878	CHIP	subcutaneous abdominal adipose tissue nuclear fraction female adult (49 years)	H3K36me3
5879	CHIP	iPS-20b male adult (55 years)	H3K4me3
5880	CHIP	K562	MCM3
5881	CHIP	H1-hESC	H3K4me1
5882	CHIP	K562	SP1
5883	CHIP	middle frontal area 46 male adult (81 year)	H3K9me3
5884	CHIP	peripheral blood mononuclear cell female adult (28 years)	H3K36me3
5885	CHIP	adrenal gland male adult (34 years)	H3K9me3
5886	CHIP	DOHH2	H3K4me2
5887	CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF214
5888	CHIP	HepG2 3xFLAG using CRISPR	TGIF2
5889	CHIP	kidney male adult (50 years)	H3K4me1
5890	CHIP	cardiac muscle cell	H3K36me3
5891	CHIP	liver female child (4 years)	YY1
5892	CHIP	Peyer's patch female adult (53 years)	POLR2A
5893	CHIP	skeletal muscle satellite cell female adult originated from mesodermal cell	H3K36me3
5894	CHIP	A549	JUN
5895	CHIP	substantia nigra female adult (75 years)	H3K36me3
5896	CHIP	K562	NFRKB
5897	CHIP	iPS-20b male adult (55 years)	H3K4me1
5898	CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF202
5899	CHIP	OCI-LY3	H3K9ac
5900	CHIP	HEK293T	NFRKB
5901	CHIP	K562	XRCC3
5902	CHIP	brain female embryo (17 weeks)	H3K27me3
5903	CHIP	K562	NRF1
5904	CHIP	gastrocnemius medialis male adult (54 years)	CTCF
5905	CHIP	T-helper 17 cell treated with phorbol 13-acetate 12-myristate , ionomycin	H3K36me3
5906	CHIP	large intestine male embryo (108 days)	H3K4me1
5907	CHIP	uterus female adult (51 year)	POLR2A
5908	CHIP	MCF-7	H3K9me3
5909	CHIP	ARNT / LoVo / colon adenocarcinoma	ARNT
5910	CHIP	ASCL2 / LoVo / colon adenocarcinoma	ASCL2
5911	CHIP	ATOH1 / LoVo / colon adenocarcinoma	ATOH1
5912	CHIP	BARX2 / LoVo / colon adenocarcinoma	BARX2
5913	CHIP	CAMTA2 / LoVo / colon adenocarcinoma	CAMTA2
5914	CHIP	CASP8AP2 / LoVo / colon adenocarcinoma	CASP8AP2
5915	CHIP	CEBPB / LoVo / colon adenocarcinoma	CEBPB
5916	CHIP	CEBPG / LoVo / colon adenocarcinoma	CEBPG
5917	CHIP	CTCF / LoVo / colon adenocarcinoma	CTCF
5918	CHIP	DBP / LoVo / colon adenocarcinoma	DBP
5919	CHIP	E2F2 / LoVo / colon adenocarcinoma	E2F2
5920	CHIP	E2F4 / LoVo / colon adenocarcinoma	E2F4
5921	CHIP	EGR1 / LoVo / colon adenocarcinoma	EGR1
5922	CHIP	EHF / LoVo / colon adenocarcinoma	EHF
5923	CHIP	ELF1 / LoVo / colon adenocarcinoma	ELF1
5924	CHIP	USF2 / LoVo / colon adenocarcinoma	USF2
5925	CHIP	ESRRA / LoVo / colon adenocarcinoma	ESRRA
5926	CHIP	ETV4 / LoVo / colon adenocarcinoma	ETV4
5927	CHIP	GATA4 / LoVo / colon adenocarcinoma	GATA4
5928	CHIP	GATA6 / LoVo / colon adenocarcinoma	GATA6
5929	CHIP	GLI2 / LoVo / colon adenocarcinoma	GLI2
5930	CHIP	GMEB1 / LoVo / colon adenocarcinoma	GMEB1
5931	CHIP	GMEB2 / LoVo / colon adenocarcinoma	GMEB2
5932	CHIP	HBP1 / LoVo / colon adenocarcinoma	HBP1
5933	CHIP	HES2 / LoVo / colon adenocarcinoma	HES2
5934	CHIP	HES4 / LoVo / colon adenocarcinoma	HES4
5935	CHIP	HINFP / LoVo / colon adenocarcinoma	HINFP
5936	CHIP	HNF4A / LoVo / colon adenocarcinoma	HNF4A
5937	CHIP	HOXA10 / LoVo / colon adenocarcinoma	HOXA10
5938	CHIP	HOXA1 / LoVo / colon adenocarcinoma	HOXA1
5939	CHIP	HOXA7 / LoVo / colon adenocarcinoma	HOXA7
5940	CHIP	IRX3 / LoVo / colon adenocarcinoma	IRX3
5941	CHIP	JUN / LoVo / colon adenocarcinoma	JUN
5942	CHIP	KLF3 / LoVo / colon adenocarcinoma	KLF3
5943	CHIP	KLF5 / LoVo / colon adenocarcinoma	KLF5
5944	CHIP	LHX2 / LoVo / colon adenocarcinoma	LHX2
5945	CHIP	MED12 / LoVo / colon adenocarcinoma	MED12
5946	CHIP	MED1 / LoVo / colon adenocarcinoma	MED1
5947	CHIP	MEF2C / LoVo / colon adenocarcinoma	MEF2C
5948	CHIP	MYB / LoVo / colon adenocarcinoma	MYB
5949	CHIP	MYBL2 / LoVo / colon adenocarcinoma	MYBL2
5950	CHIP	MYC / LoVo / colon adenocarcinoma	MYC
5951	CHIP	MZF1 / LoVo / colon adenocarcinoma	MZF1
5952	CHIP	NEUROG3 / LoVo / colon adenocarcinoma	NEUROG3
5953	CHIP	NFAT5 / LoVo / colon adenocarcinoma	NFAT5
5954	CHIP	NFE2L2 / LoVo / colon adenocarcinoma	NFE2L2
5955	CHIP	NFIL3 / LoVo / colon adenocarcinoma	NFIL3
5956	CHIP	NIPBL / LoVo / colon adenocarcinoma	NIPBL
5957	CHIP	NPAT / LoVo / colon adenocarcinoma	NPAT
5958	CHIP	NR2F1 / LoVo / colon adenocarcinoma	NR2F1
5959	CHIP	NR2F2 / LoVo / colon adenocarcinoma	NR2F2
5960	CHIP	NR3C1 / LoVo / colon adenocarcinoma	NR3C1
5961	CHIP	RAD21 / LoVo / colon adenocarcinoma	RAD21
5962	CHIP	RFX1 / LoVo / colon adenocarcinoma	RFX1
5963	CHIP	RFX2 / LoVo / colon adenocarcinoma	RFX2
5964	CHIP	RFX5 / LoVo / colon adenocarcinoma	RFX5
5965	CHIP	RXRA / LoVo / colon adenocarcinoma	RXRA
5966	CHIP	SMAD2 / LoVo / colon adenocarcinoma	SMAD2
5967	CHIP	SMAD3 / LoVo / colon adenocarcinoma	SMAD3
5968	CHIP	SMC1A / LoVo / colon adenocarcinoma	SMC1A
5969	CHIP	SMC3 / LoVo / colon adenocarcinoma	SMC3
5970	CHIP	SOX4 / LoVo / colon adenocarcinoma	SOX4
5971	CHIP	SP1 / LoVo / colon adenocarcinoma	SP1
5972	CHIP	SP3 / LoVo / colon adenocarcinoma	SP3
5973	CHIP	TBX3 / LoVo / colon adenocarcinoma	TBX3
5974	CHIP	TCF12 / LoVo / colon adenocarcinoma	TCF12
5975	CHIP	TCF7L2 / LoVo / colon adenocarcinoma	TCF7L2
5976	CHIP	TFAP2A / LoVo / colon adenocarcinoma	TFAP2A
5977	CHIP	TFDP1 / LoVo / colon adenocarcinoma	TFDP1
5978	CHIP	UBTF / LoVo / colon adenocarcinoma	UBTF
5979	CHIP	YY1 / LoVo / colon adenocarcinoma	YY1
5980	CHIP	ZBED4 / LoVo / colon adenocarcinoma	ZBED4
5981	CHIP	ZBTB7B / LoVo / colon adenocarcinoma	ZBTB7B
5982	CHIP	ZNF236 / LoVo / colon adenocarcinoma	ZNF236
5983	CHIP	ZNF250 / LoVo / colon adenocarcinoma	ZNF250
5984	CHIP	ZNF407 / LoVo / colon adenocarcinoma	ZNF407
5985	CHIP	ZNF706 / LoVo / colon adenocarcinoma	ZNF706
5986	CHIP	AEBP2 / LoVo / colon adenocarcinoma	AEBP2
5987	CHIP	ATF1 / LoVo / colon adenocarcinoma	ATF1
5988	CHIP	ATF5 / LoVo / colon adenocarcinoma	ATF5
5989	CHIP	BARHL1 / LoVo / colon adenocarcinoma	BARHL1
5990	CHIP	CLOCK / LoVo / colon adenocarcinoma	CLOCK
5991	CHIP	CREB3L4 / LoVo / colon adenocarcinoma	CREB3L4
5992	CHIP	DLX1 / LoVo / colon adenocarcinoma	DLX1
5993	CHIP	E2F3 / LoVo / colon adenocarcinoma	E2F3
5994	CHIP	E2F7 / LoVo / colon adenocarcinoma	E2F7
5995	CHIP	E2F8 / LoVo / colon adenocarcinoma	E2F8
5996	CHIP	ERM / LoVo / colon adenocarcinoma	ERM
5997	CHIP	ESR1 / LoVo / colon adenocarcinoma	ESR1
5998	CHIP	ETS2 / LoVo / colon adenocarcinoma	ETS2
5999	CHIP	ETV7 / LoVo / colon adenocarcinoma	ETV7
6000	CHIP	EVI1 / LoVo / colon adenocarcinoma	EVI1
6001	CHIP	FEV / LoVo / colon adenocarcinoma	FEV
6002	CHIP	ZFHX3 / LoVo / colon adenocarcinoma	ZFHX3
6003	CHIP	FOXD2 / LoVo / colon adenocarcinoma	FOXD2
6004	CHIP	FOXG1 / LoVo / colon adenocarcinoma	FOXG1
6005	CHIP	GATA1 / LoVo / colon adenocarcinoma	GATA1
6006	CHIP	GLI3 / LoVo / colon adenocarcinoma	GLI3
6007	CHIP	GLIS1 / LoVo / colon adenocarcinoma	GLIS1
6008	CHIP	HOXA13 / LoVo / colon adenocarcinoma	HOXA13
6009	CHIP	HOXA2 / LoVo / colon adenocarcinoma	HOXA2
6010	CHIP	HOXC6 / LoVo / colon adenocarcinoma	HOXC6
6011	CHIP	JUND / LoVo / colon adenocarcinoma	JUND
6012	CHIP	LYL1 / LoVo / colon adenocarcinoma	LYL1
6013	CHIP	MAZ / LoVo / colon adenocarcinoma	MAZ
6014	CHIP	MNT / LoVo / colon adenocarcinoma	MNT
6015	CHIP	NFKB2 / LoVo / colon adenocarcinoma	NFKB2
6016	CHIP	NFYA / LoVo / colon adenocarcinoma	NFYA
6017	CHIP	NKX2.2 / LoVo / colon adenocarcinoma	NKX2.2
6018	CHIP	RARG / LoVo / colon adenocarcinoma	RARG
6019	CHIP	RBCK1 / LoVo / colon adenocarcinoma	RBCK1
6020	CHIP	REST / LoVo / colon adenocarcinoma	REST
6021	CHIP	SOX2 / LoVo / colon adenocarcinoma	SOX2
6022	CHIP	SP2 / LoVo / colon adenocarcinoma	SP2
6023	CHIP	TEAD2 / LoVo / colon adenocarcinoma	TEAD2
6024	CHIP	TP73 / LoVo / colon adenocarcinoma	TP73
6025	CHIP	VEZF1 / LoVo / colon adenocarcinoma	VEZF1
6026	CHIP	H3 / LoVo / colon adenocarcinoma	H3
6027	CHIP	H3K4me1 / LoVo / colon adenocarcinoma	H3K4me1
6028	CHIP	H3K4me3 / LoVo / colon adenocarcinoma	H3K4me3
6029	CHIP	ChIP-seq, RNAPII_LowDensity_noDMI / hMSC / Human Mesenchymal Stem Cells	RNAPII
6030	CHIP	ChIP-seq, RNAPII_HighDensity_noDMI / hMSC / Human Mesenchymal Stem Cells	RNAPII
6031	CHIP	ChIP-seq, RNAPII_LowDensity_DMI / hMSC / Human Mesenchymal Stem Cells	RNAPII
6032	CHIP	ChIP-seq, RNAPII_HighDensity_DMI / hMSC / Human Mesenchymal Stem Cells	RNAPII
6033	CHIP	ChIP-seq, CEBPb_HighDensity_noDMI / hMSC / Human Mesenchymal Stem Cells	CEBPb
6034	CHIP	ChIP-seq, CEBPb_LowDensity_DMI / hMSC / Human Mesenchymal Stem Cells	CEBPb
6035	CHIP	ChIP-seq, CEBPb_HighDensity_DMI / hMSC / Human Mesenchymal Stem Cells	CEBPb
6036	CHIP	ChIP-seq, GR_HighDensity_DMI / hMSC / Human Mesenchymal Stem Cells	GR
6037	CHIP	ChIP-seq, ATF4_HighDensity_noDMI / hMSC / Human Mesenchymal Stem Cells	ATF4
6038	CHIP	ChIP-seq, H3K27Ac_HighDensity_noDMI / hMSC / Human Mesenchymal Stem Cells	H3K27Ac
6039	CHIP	ChIP-seq, InVitroCistromics_CEBPb_0.1uL / hMSC / Human Mesenchymal Stem Cells	CEBPb
6040	CHIP	ChIP-seq, InVitroCistromics_CEBPb_0.25uL / hMSC / Human Mesenchymal Stem Cells	CEBPb
6041	CHIP	ChIP-seq, InVitroCistromics_CEBPb_1.0uL / hMSC / Human Mesenchymal Stem Cells	CEBPb
6042	CHIP	ChIP-seq, InVitroCistromics_CEBPb_10uL / hMSC / Human Mesenchymal Stem Cells	CEBPb
6043	CHIP	ChIP-seq, InVitroCistromics_ATF4_5uL / hMSC / Human Mesenchymal Stem Cells	ATF4
6044	CHIP	ChIP-seq, InVitroCistromics_CEBPb_0.1uL_plusATF4_0.002uL / hMSC / Human Mesenchymal Stem Cells	CEBPb
6045	CHIP	ChIP-seq, InVitroCistromics_CEBPb_0.1uL_plusATF4_0.02uL / hMSC / Human Mesenchymal Stem Cells	CEBPb
6046	CHIP	ChIP-seq, InVitroCistromics_CEBPb_0.1uL_plusATF4_0.2uL / hMSC / Human Mesenchymal Stem Cells	CEBPb
6047	CHIP	ChIP-seq, InVitroCistromics_ATF4_0.02uL_plusCEBPb_0.1uL / hMSC / Human Mesenchymal Stem Cells	ATF4
6048	CHIP	ChIP-seq, InVitroCistromics_ATF4_0.2uL_plusCEBPb_0.1uL / hMSC / Human Mesenchymal Stem Cells	ATF4
6049	CHIP	ChIP_hBMAL1 Chip-seq / U2OS cells / .	hBMAL1
6050	CHIP	ChIP_hHIF1A Chip-seq / U2OS cells / .	hHIF1A
6051	CHIP	anti-ATF4 (sc-200) / HAP1, 2 mM histidinol for 24 hours, ATF4 ChIP / HAP1	ATF4
6052	CHIP	BMAL1_DMSO_ChIPSeq / U2OS cells stably expressing Bmal1	BMAL1
6053	CHIP	BMAL1_6AN_ChIPSeq / U2OS cells stably expressing Bmal1	BMAL1
6054	CHIP	CLOCK_DMSO_ChIPSeq / U2OS cells stably expressing Bmal1	CLOCK
6055	CHIP	CLOCK_6AN_ChIPSeq / U2OS cells stably expressing Bmal1	CLOCK
6056	CHIP	H3K4me3_DMSO_ChIPSeq / U2OS cells stably expressing Bmal1	H3K4me3
6057	CHIP	H3K4me3_6AN_ChIPSeq / U2OS cells stably expressing Bmal1	H3K4me3
6058	CHIP	H3K9ac_DMSO_ChIPSeq / U2OS cells stably expressing Bmal1	H3K9ac
6059	CHIP	H3K9ac_6AN_ChIPSeq / U2OS cells stably expressing Bmal1	H3K9ac
6060	CHIP	ChIP_hBMAL1-peak-DMOG CHIP-Seq / U2OS cells / .	BMAL1
6061	CHIP	ChIP_hBMAL1-trough-DMOG CHIP-Seq / U2OS cells / .	BMAL1
6062	CHIP	ChIP_hBMAL1-peak-DMSO CHIP-Seq / U2OS cells / .	BMAL1
6063	CHIP	ChIP_hBMAL1-trough-DMSO CHIP-Seq / U2OS cells / .	BMAL1
6064	CHIP	ChIP_hHIF1a-peak-DMOG CHIP-Seq / U2OS cells / .	HIF1a
6065	CHIP	ChIP_hHIF1a-trough-DMOG CHIP-Seq / U2OS cells / .	HIF1a
6066	CHIP	ChIP_hHIF1a-peak-DMSO CHIP-Seq / U2OS cells / .	HIF1a
6067	CHIP	ChIP_hHIF1a-trough-DMSO CHIP-Seq / U2OS cells / .	HIF1a
6068	RNA	aortic smooth muscle cell male adult (21 years) and male adult (54 years)	
6069	RNA	aortic smooth muscle cell male adult (21 years) and male adult (54 years)	
6070	RNA	bladder microvascular endothelial cell male adult (46 years) and male adult (60 years)	
6071	RNA	bladder microvascular endothelial cell male adult (46 years) and male adult (60 years)	
6072	RNA	smooth muscle cell of bladder female adult (53 years) and male adult (62 years)	
6073	RNA	smooth muscle cell of bladder female adult (53 years) and male adult (62 years)	
6074	RNA	bronchial epithelial cell female adult (40 years) and male adult (68 years)	
6075	RNA	bronchial epithelial cell female adult (40 years) and male adult (68 years)	
6076	RNA	bronchial smooth muscle cell male adult (52 years) and male adult (59 years)	
6077	RNA	bronchial smooth muscle cell male adult (52 years) and male adult (59 years)	
6078	RNA	endothelial cell of coronary artery female adult (41 years) and male adult (77 years)	
6079	RNA	endothelial cell of coronary artery female adult (41 years) and male adult (77 years)	
6080	RNA	smooth muscle cell of the coronary artery female adult (53 years) and male adult (55 years)	
6081	RNA	smooth muscle cell of the coronary artery female adult (53 years) and male adult (55 years)	
6082	RNA	regular cardiac myocyte female adult (51 years) and male adult (48 years)	
6083	RNA	regular cardiac myocyte female adult (51 years) and male adult (48 years)	
6084	RNA	dermis blood vessel endothelial cell female child (16 years) and male child (13 years)	
6085	RNA	dermis blood vessel endothelial cell female child (16 years) and male child (13 years)	
6086	RNA	dermis lymphatic vessel endothelial cell female adult (45 years) and male child (6 years)	
6087	RNA	dermis lymphatic vessel endothelial cell female adult (45 years) and male child (6 years)	
6088	RNA	dermis microvascular lymphatic vessel endothelial cell female adult (38 years) and female adult (64 years)	
6089	RNA	dermis microvascular lymphatic vessel endothelial cell female adult (38 years) and female adult (64 years)	
6090	RNA	nasal cavity respiratory epithelium epithelial cell of viscerocranial mucosa female adult (70 years) and male adult (46 years)	
6091	RNA	nasal cavity respiratory epithelium epithelial cell of viscerocranial mucosa female adult (70 years) and male adult (46 years)	
6092	RNA	pulmonary artery endothelial cell male adult (23 years) and male adult (52 years)	
6093	RNA	pulmonary artery endothelial cell male adult (23 years) and male adult (52 years)	
6094	RNA	smooth muscle cell of the pulmonary artery male adult (26 years) and male adult (28 years)	
6095	RNA	smooth muscle cell of the pulmonary artery male adult (26 years) and male adult (28 years)	
6096	RNA	fibroblast of lung female adult (83 years) and male adult (23 years)	
6097	RNA	fibroblast of lung female adult (83 years) and male adult (23 years)	
6098	RNA	lung microvascular endothelial cell female adult (55 years) and male adult (63 years)	
6099	RNA	lung microvascular endothelial cell female adult (55 years) and male adult (63 years)	
6100	RNA	renal cortical epithelial cell female adult (69 years) and male adult (84 years)	
6101	RNA	renal cortical epithelial cell female adult (69 years) and male adult (84 years)	
6102	RNA	tracheal epithelial cell male adult (21 years) and male adult (68 years)	
6103	RNA	tracheal epithelial cell male adult (21 years) and male adult (68 years)	
6104	RNA	smooth muscle cell of trachea male adult (28 years) and male adult (56 years)	
6105	RNA	smooth muscle cell of trachea male adult (28 years) and male adult (56 years)	
6106	RNA	epithelial cell of umbilical artery female newborn and male newborn	
6107	RNA	epithelial cell of umbilical artery female newborn and male newborn	
6108	RNA	smooth muscle cell of the umbilical artery female newborn and male newborn	
6109	RNA	smooth muscle cell of the umbilical artery female newborn and male newborn	
6110	RNA	uterine smooth muscle cell female adult (48 years) and female adult (50 years)	
6111	RNA	uterine smooth muscle cell female adult (48 years) and female adult (50 years)	
6112	RNA	GM12878	
6113	RNA	GM12878	
6114	RNA	GM12878	
6115	RNA	GM12878	
6116	RNA	GM12878	
6117	RNA	GM12878	
6118	RNA	GM12878	
6119	RNA	GM12878	
6120	RNA	GM12878	
6121	RNA	GM12878	
6122	RNA	K562	
6123	RNA	K562	
6124	RNA	K562	
6125	RNA	K562	
6126	RNA	K562	
6127	RNA	K562	
6128	RNA	K562	
6129	RNA	K562	
6130	RNA	K562	
6131	RNA	K562	
6132	RNA	liver tissue female child (6 years) and with nonobstructive coronary artery disease	
6133	RNA	liver tissue female child (6 years) and with nonobstructive coronary artery disease	
6134	RNA	urinary bladder tissue female embryo (20 weeks) and female embryo (24 weeks)	
6135	RNA	urinary bladder tissue female embryo (20 weeks) and female embryo (24 weeks)	
6136	RNA	cerebellum tissue female embryo (19 weeks) and female embryo (37 weeks)	
6137	RNA	cerebellum tissue female embryo (19 weeks) and female embryo (37 weeks)	
6138	RNA	diencephalon tissue female embryo (20 weeks) and male embryo (22 weeks)	
6139	RNA	diencephalon tissue female embryo (20 weeks) and male embryo (22 weeks)	
6140	RNA	frontal cortex tissue female embryo (20 weeks) and male embryo (22 weeks)	
6141	RNA	frontal cortex tissue female embryo (20 weeks) and male embryo (22 weeks)	
6142	RNA	heart tissue female embryo (19 weeks) and female embryo (28 weeks)	
6143	RNA	heart tissue female embryo (19 weeks) and female embryo (28 weeks)	
6144	RNA	metanephros tissue female embryo (20 weeks) and female embryo (24 weeks)	
6145	RNA	metanephros tissue female embryo (20 weeks) and female embryo (24 weeks)	
6146	RNA	liver tissue female embryo (20 weeks) and male embryo (22 weeks)	
6147	RNA	liver tissue female embryo (20 weeks) and male embryo (22 weeks)	
6148	RNA	lung tissue female embryo (20 weeks) and female embryo (24 weeks)	
6149	RNA	lung tissue female embryo (20 weeks) and female embryo (24 weeks)	
6150	RNA	occipital lobe tissue female embryo (20 weeks) and male embryo (22 weeks)	
6151	RNA	occipital lobe tissue female embryo (20 weeks) and male embryo (22 weeks)	
6152	RNA	parietal lobe tissue female embryo (24 weeks) and male embryo (22 weeks)	
6153	RNA	parietal lobe tissue female embryo (24 weeks) and male embryo (22 weeks)	
6154	RNA	skeletal muscle tissue tissue female embryo (19 weeks) and male embryo (22 weeks)	
6155	RNA	skeletal muscle tissue tissue female embryo (19 weeks) and male embryo (22 weeks)	
6156	RNA	skin of body tissue female embryo (24 weeks) and male embryo (22 weeks)	
6157	RNA	skin of body tissue female embryo (24 weeks) and male embryo (22 weeks)	
6158	RNA	spinal cord tissue female embryo (24 weeks) and male embryo (22 weeks)	
6159	RNA	spinal cord tissue female embryo (24 weeks) and male embryo (22 weeks)	
6160	RNA	stomach tissue female embryo (40 weeks) and male embryo (36 weeks)	
6161	RNA	stomach tissue female embryo (40 weeks) and male embryo (36 weeks)	
6162	RNA	temporal lobe tissue female embryo (20 weeks) and female embryo (24 weeks)	
6163	RNA	temporal lobe tissue female embryo (20 weeks) and female embryo (24 weeks)	
6164	RNA	thyroid gland tissue female embryo (37 weeks) and female embryo (40 weeks)	
6165	RNA	thyroid gland tissue female embryo (37 weeks) and female embryo (40 weeks)	
6166	RNA	tongue tissue female embryo (20 weeks) and female embryo (24 weeks)	
6167	RNA	tongue tissue female embryo (20 weeks) and female embryo (24 weeks)	
6168	RNA	umbilical cord tissue male embryo (20 weeks) and male embryo (31 weeks)	
6169	RNA	umbilical cord tissue male embryo (20 weeks) and male embryo (31 weeks)	
6170	RNA	uterus tissue female embryo (24 weeks) and female embryo (28 weeks)	
6171	RNA	uterus tissue female embryo (24 weeks) and female embryo (28 weeks)	
6172	RNA	camera-type eye tissue female embryo (20 weeks) and female embryo (24 weeks)	
6173	RNA	camera-type eye tissue female embryo (20 weeks) and female embryo (24 weeks)	
6174	RNA	heart tissue male adult (34 years)	
6175	RNA	heart tissue male adult (34 years)	
6176	RNA	Jurkat, Clone E6-1	
6177	RNA	A549 treated with 0.1 nM dexamethasone for 1 hour	
6178	RNA	Ishikawa treated with 100 nM bisphenol A for 4 hours	
6179	RNA	Ishikawa treated with 0.02% dimethyl sulfoxide for 4 hours	
6180	RNA	Ishikawa treated with 10 nM estradiol for 4 hours	
6181	RNA	Ishikawa treated with 100 nM genistein for 4 hours	
6182	RNA	T47D treated with 100 nM bisphenol A for 4 hours	
6183	RNA	T47D treated with 0.02% dimethyl sulfoxide for 4 hours	
6184	RNA	T47D treated with 10 nM estradiol for 4 hours	
6185	RNA	T47D treated with 100 nM genistein for 4 hours	
6186	RNA	A549 treated with 1 nM dexamethasone for 1 hour	
6187	RNA	A549 treated with 0.5 nM dexamethasone for 1 hour	
6188	RNA	A549 treated with 5 nM dexamethasone for 1 hour	
6189	RNA	BE2C	
6190	RNA	SK-N-SH	
6191	RNA	Panc1	
6192	RNA	PFSK-1	
6193	RNA	U-87 MG	
6194	RNA	H1	
6195	RNA	H1	
6196	RNA	K562 cytosolic fraction	
6197	RNA	K562 cytosolic fraction	
6198	RNA	A549	
6199	RNA	A549	
6200	RNA	AG04450	
6201	RNA	AG04450	
6202	RNA	BJ	
6203	RNA	BJ	
6204	RNA	GM12878	
6205	RNA	GM12878	
6206	RNA	GM12878 cytosolic fraction	
6207	RNA	GM12878 cytosolic fraction	
6208	RNA	H1	
6209	RNA	H1	
6210	RNA	H1 cytosolic fraction	
6211	RNA	H1 cytosolic fraction	
6212	RNA	H1 nuclear fraction	
6213	RNA	H1 nuclear fraction	
6214	RNA	mammary epithelial cell female	
6215	RNA	mammary epithelial cell female	
6216	RNA	skeletal muscle myoblast	
6217	RNA	skeletal muscle myoblast	
6218	RNA	endothelial cell of umbilical vein male newborn	
6219	RNA	endothelial cell of umbilical vein male newborn	
6220	RNA	endothelial cell of umbilical vein cytosolic fraction male newborn	
6221	RNA	endothelial cell of umbilical vein cytosolic fraction male newborn	
6222	RNA	endothelial cell of umbilical vein nuclear fraction male newborn	
